Emotion,keywords
sadness,have become o comfortable while at  same time feeling discontent because have not been pursuing  thing  lord has set on my heart  pursue
sadness,have been a procrastinar have endless potential and passion inside yet stuck in  cage of my own soul  unresolved feelings hurt resentment that hold inside has built up even do try  build myself back up again
joy,have been absolutely useless written about nothing at all and feel like neglecting my faithful followers by failing  update  blog day
joy,have been anticipating so am somewhat surprised uncertain and  some degree annoyed about ir presence in my daily experience especially in light of  fact that have at or times been feeling more sadnessful and confident in my abilities as a loving human being than ever before
fear,have been asking myself some difficult questions in an attempt  understand why feel this strange push and pull between different aspects of my life
fear,have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always
joy,have been becoming definitely want  include in my revamped definition of strength my impulse  nurture my sense of resonating   feelings of ors like a sympatic string  way ve been able  let go in life as an emotional being
sadness,have been blessed with a knowledge of se things and would feel ungrateful not  share m with ors
joy,have been blogging have ld you of  countless ways that feel loved and blessed by  people call my friends
sadness,have been busy pleasing people which currently feel so regretful about day
fear,have been conveniently uninformed of  specifics of  situation am left feeling helpless and wanting more than ever  get away
sadness,have been crying a lot and feeling kind of depressed
joy,have been doing absolutely no exercise however and sticking  that literally just sitting around but feel just need some supporting thoughts
joy,have been feeling  need  be creative
joy,have been feeling a strong ability  step out of my mind
anger,have been feeling agitated about lately
sadness,have been feeling awful
sadness,have been feeling beaten down sick and utterly devoid of hope that will ever have  life want
joy,have been feeling conflicted on wher or not as a follower of christ should celebrate  ever popular pagan originated modern day holidays
sadness,have been feeling crappy about myself for o long and its time for something  happen
sadness,have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up
sadness,have been feeling especially emotional for some reason
joy,have been feeling find myself becoming less and less amused and interested in many of  activities and attitudes that have brought me sadness in  past
joy,have been feeling for quite a while that am just not satisfied with my stash when it comes  blushes
sadness,have been feeling generally disheartened by my continually plummeting ts score despite  fact that my stats are improving so much
anger,have been feeling grumpy for  past few days and just dont feel like being my upbeat self here on my blog
fear,have been feeling is any indication on this childs personality n am petrified
joy,have been feeling less than creative and more like a sad sack
sadness,have been feeling listless and loopy
sadness,have been feeling lonely and isolated lately
sadness,have been feeling particularly lousy se days so might as well try  cheer myself up by saying yes
joy,have been feeling pleased with myself for being really healthy this pregnancy
sadness,have been feeling pretty crappy
joy,have been feeling pretty fabulous for me that means my pain is about a out of for  past three days
joy,have been feeling quite productive
sadness,have been feeling rar lonely
joy,have been feeling really creative and have been trying out new things
fear,have been feeling restless and not quite grounded
fear,have been feeling restless lately
sadness,have been feeling so bad that he has  be coherent and deal with teenagers all week
sadness,have been feeling so drained like re is no strength left inside of me  fulfill  simplest of tasks
fear,have been feeling so overwhelmed lately
fear,have been feeling so strange and frankly bad about how not sad am
joy,have been feeling strong and optimistic and n bam
fear,have been feeling very apprehensive about going back
sadness,have been feeling very discouraged  last few weeks
sadness,have been feeling very empty and numb  past few months
anger,have been feeling very insincere
sadness,have been feeling very sad day and dont know how  fix it
fear,have been feeling very shaky and weak and light headed starting from yesterday and this morning when woke up couldn t brea properly no matter how many deep breaths ok in just felt re just wasn t enough oxygen going in
